NOMBRE REGIÓN  RESIDENCIA HABITUAL ACTUAL,NOMBRE COMUNA RESIDENCIA HABITUAL ACTUAL,GRUPO DE EDAD,TOTAL POBLACIÓN NACIDA FUERA DEL PAÍS
MAULE,SAGRADA FAMILIA,25 a 29,19
MAULE,SAGRADA FAMILIA,30 a 34,19
MAULE,SAGRADA FAMILIA,35 a 39,13
MAULE,SAGRADA FAMILIA,40 a 44,7
MAULE,SAGRADA FAMILIA,45 a 49,5
MAULE,SAGRADA FAMILIA,50 a 54,3
MAULE,SAGRADA FAMILIA,55 a 59,2
MAULE,SAGRADA FAMILIA,60 a 64,4
MAULE,SAGRADA FAMILIA,65 a 69,2
MAULE,SAGRADA FAMILIA,70 a 74,1
MAULE,SAGRADA FAMILIA,75 a 79,1
MAULE,SAGRADA FAMILIA,80 a 84,2
MAULE,SAGRADA FAMILIA,85 a 89,0
MAULE,SAGRADA FAMILIA,90 a 94,0
MAULE,SAGRADA FAMILIA,95 a 99,1
MAULE,SAGRADA FAMILIA,100 o más,0
MAULE,TENO,Total Comuna,170
MAULE,TENO,0 a 4,4
MAULE,TENO,5 a 9,10
MAULE,TENO,10 a 14,5
MAULE,TENO,15 a 19,11
MAULE,TENO,20 a 24,27
MAULE,TENO,25 a 29,29
MAULE,TENO,30 a 34,27
MAULE,TENO,35 a 39,13
MAULE,TENO,40 a 44,11
MAULE,TENO,45 a 49,11
MAULE,TENO,50 a 54,7
MAULE,TENO,55 a 59,10
MAULE,TENO,60 a 64,0
MAULE,TENO,65 a 69,2
MAULE,TENO,70 a 74,0
MAULE,TENO,75 a 79,1
MAULE,TENO,80 a 84,2
MAULE,TENO,85 a 89,0
MAULE,TENO,90 a 94,0
MAULE,TENO,95 a 99,0
MAULE,TENO,100 o más,0
MAULE,VICHUQUÉN,Total Comuna,25
MAULE,VICHUQUÉN,0 a 4,0
MAULE,VICHUQUÉN,5 a 9,2
MAULE,VICHUQUÉN,10 a 14,1
MAULE,VICHUQUÉN,15 a 19,0
MAULE,VICHUQUÉN,20 a 24,1
MAULE,VICHUQUÉN,25 a 29,2
MAULE,VICHUQUÉN,30 a 34,2
MAULE,VICHUQUÉN,35 a 39,2
MAULE,VICHUQUÉN,40 a 44,4
MAULE,VICHUQUÉN,45 a 49,0
MAULE,VICHUQUÉN,50 a 54,1
MAULE,VICHUQUÉN,55 a 59,1
MAULE,VICHUQUÉN,60 a 64,4
MAULE,VICHUQUÉN,65 a 69,2
MAULE,VICHUQUÉN,70 a 74,1
MAULE,VICHUQUÉN,75 a 79,2
MAULE,VICHUQUÉN,80 a 84,0
MAULE,VICHUQUÉN,85 a 89,0
MAULE,VICHUQUÉN,90 a 94,0
MAULE,VICHUQUÉN,95 a 99,0
MAULE,VICHUQUÉN,100 o más,0
MAULE,LINARES,Total Comuna,857
MAULE,LINARES,0 a 4,25
MAULE,LINARES,5 a 9,41
MAULE,LINARES,10 a 14,38
MAULE,LINARES,15 a 19,50
MAULE,LINARES,20 a 24,70
MAULE,LINARES,25 a 29,129
MAULE,LINARES,30 a 34,127
MAULE,LINARES,35 a 39,106
MAULE,LINARES,40 a 44,70
MAULE,LINARES,45 a 49,46
MAULE,LINARES,50 a 54,39
MAULE,LINARES,55 a 59,29
MAULE,LINARES,60 a 64,21
MAULE,LINARES,65 a 69,20
MAULE,LINARES,70 a 74,15
MAULE,LINARES,75 a 79,11
MAULE,LINARES,80 a 84,8
MAULE,LINARES,85 a 89,8
MAULE,LINARES,90 a 94,3
MAULE,LINARES,95 a 99,1
MAULE,LINARES,100 o más,0
MAULE,COLBÚN,Total Comuna,143
MAULE,COLBÚN,0 a 4,5
MAULE,COLBÚN,5 a 9,3
MAULE,COLBÚN,10 a 14,7
MAULE,COLBÚN,15 a 19,3
MAULE,COLBÚN,20 a 24,21
MAULE,COLBÚN,25 a 29,19
MAULE,COLBÚN,30 a 34,19
MAULE,COLBÚN,35 a 39,15
MAULE,COLBÚN,40 a 44,11
MAULE,COLBÚN,45 a 49,6
MAULE,COLBÚN,50 a 54,10
MAULE,COLBÚN,55 a 59,7
MAULE,COLBÚN,60 a 64,7
MAULE,COLBÚN,65 a 69,1
MAULE,COLBÚN,70 a 74,6
MAULE,COLBÚN,75 a 79,2
MAULE,COLBÚN,80 a 84,0
MAULE,COLBÚN,85 a 89,0
MAULE,COLBÚN,90 a 94,1
MAULE,COLBÚN,95 a 99,0
MAULE,COLBÚN,100 o más,0
MAULE,LONGAVÍ,Total Comuna,149
MAULE,LONGAVÍ,0 a 4,0
MAULE,LONGAVÍ,5 a 9,5
MAULE,LONGAVÍ,10 a 14,2
MAULE,LONGAVÍ,15 a 19,9
MAULE,LONGAVÍ,20 a 24,27
MAULE,LONGAVÍ,25 a 29,25
MAULE,LONGAVÍ,30 a 34,26
MAULE,LONGAVÍ,35 a 39,17
MAULE,LONGAVÍ,40 a 44,11
MAULE,LONGAVÍ,45 a 49,6
MAULE,LONGAVÍ,50 a 54,7
MAULE,LONGAVÍ,55 a 59,5
MAULE,LONGAVÍ,60 a 64,3
MAULE,LONGAVÍ,65 a 69,1
MAULE,LONGAVÍ,70 a 74,1
MAULE,LONGAVÍ,75 a 79,1
MAULE,LONGAVÍ,80 a 84,2
MAULE,LONGAVÍ,85 a 89,1
MAULE,LONGAVÍ,90 a 94,0
MAULE,LONGAVÍ,95 a 99,0
MAULE,LONGAVÍ,100 o más,0
MAULE,PARRAL,Total Comuna,290
MAULE,PARRAL,0 a 4,4
MAULE,PARRAL,5 a 9,12
MAULE,PARRAL,10 a 14,6
MAULE,PARRAL,15 a 19,18
MAULE,PARRAL,20 a 24,24
MAULE,PARRAL,25 a 29,38
MAULE,PARRAL,30 a 34,31
MAULE,PARRAL,35 a 39,27
MAULE,PARRAL,40 a 44,22
MAULE,PARRAL,45 a 49,9
MAULE,PARRAL,50 a 54,11
MAULE,PARRAL,55 a 59,16
MAULE,PARRAL,60 a 64,12
MAULE,PARRAL,65 a 69,9
MAULE,PARRAL,70 a 74,6
MAULE,PARRAL,75 a 79,17
MAULE,PARRAL,80 a 84,13
MAULE,PARRAL,85 a 89,7
MAULE,PARRAL,90 a 94,7
MAULE,PARRAL,95 a 99,1
MAULE,PARRAL,100 o más,0
MAULE,RETIRO,Total Comuna,66
MAULE,RETIRO,0 a 4,4
MAULE,RETIRO,5 a 9,5
MAULE,RETIRO,10 a 14,3
MAULE,RETIRO,15 a 19,2
MAULE,RETIRO,20 a 24,7
MAULE,RETIRO,25 a 29,3
MAULE,RETIRO,30 a 34,10
MAULE,RETIRO,35 a 39,15
MAULE,RETIRO,40 a 44,4
MAULE,RETIRO,45 a 49,1
MAULE,RETIRO,50 a 54,4
MAULE,RETIRO,55 a 59,1
MAULE,RETIRO,60 a 64,1
MAULE,RETIRO,65 a 69,1
MAULE,RETIRO,70 a 74,1
MAULE,RETIRO,75 a 79,2
MAULE,RETIRO,80 a 84,1
MAULE,RETIRO,85 a 89,1
MAULE,RETIRO,90 a 94,0
MAULE,RETIRO,95 a 99,0
MAULE,RETIRO,100 o más,0
MAULE,SAN JAVIER,Total Comuna,283
MAULE,SAN JAVIER,0 a 4,5
MAULE,SAN JAVIER,5 a 9,5
MAULE,SAN JAVIER,10 a 14,17
MAULE,SAN JAVIER,15 a 19,24
MAULE,SAN JAVIER,20 a 24,26
MAULE,SAN JAVIER,25 a 29,40
MAULE,SAN JAVIER,30 a 34,31
MAULE,SAN JAVIER,35 a 39,24
MAULE,SAN JAVIER,40 a 44,24
MAULE,SAN JAVIER,45 a 49,21
MAULE,SAN JAVIER,50 a 54,15
MAULE,SAN JAVIER,55 a 59,16
MAULE,SAN JAVIER,60 a 64,10
MAULE,SAN JAVIER,65 a 69,5
MAULE,SAN JAVIER,70 a 74,6
MAULE,SAN JAVIER,75 a 79,6
MAULE,SAN JAVIER,80 a 84,2
MAULE,SAN JAVIER,85 a 89,4
MAULE,SAN JAVIER,90 a 94,2
MAULE,SAN JAVIER,95 a 99,0
MAULE,SAN JAVIER,100 o más,0
MAULE,VILLA ALEGRE,Total Comuna,54
MAULE,VILLA ALEGRE,0 a 4,2
MAULE,VILLA ALEGRE,5 a 9,4
MAULE,VILLA ALEGRE,10 a 14,5
MAULE,VILLA ALEGRE,15 a 19,2
MAULE,VILLA ALEGRE,20 a 24,5
MAULE,VILLA ALEGRE,25 a 29,5
MAULE,VILLA ALEGRE,30 a 34,7
MAULE,VILLA ALEGRE,35 a 39,7
MAULE,VILLA ALEGRE,40 a 44,3
MAULE,VILLA ALEGRE,45 a 49,4
MAULE,VILLA ALEGRE,50 a 54,4
MAULE,VILLA ALEGRE,55 a 59,1
MAULE,VILLA ALEGRE,60 a 64,2
MAULE,VILLA ALEGRE,65 a 69,0
MAULE,VILLA ALEGRE,70 a 74,0
MAULE,VILLA ALEGRE,75 a 79,2
MAULE,VILLA ALEGRE,80 a 84,0
MAULE,VILLA ALEGRE,85 a 89,0
MAULE,VILLA ALEGRE,90 a 94,1
MAULE,VILLA ALEGRE,95 a 99,0
MAULE,VILLA ALEGRE,100 o más,0
MAULE,YERBAS BUENAS,Total Comuna,53
MAULE,YERBAS BUENAS,0 a 4,2
MAULE,YERBAS BUENAS,5 a 9,1
MAULE,YERBAS BUENAS,10 a 14,4
MAULE,YERBAS BUENAS,15 a 19,3
MAULE,YERBAS BUENAS,20 a 24,6
MAULE,YERBAS BUENAS,25 a 29,8
MAULE,YERBAS BUENAS,30 a 34,6
MAULE,YERBAS BUENAS,35 a 39,6
MAULE,YERBAS BUENAS,40 a 44,2
MAULE,YERBAS BUENAS,45 a 49,3
MAULE,YERBAS BUENAS,50 a 54,1
MAULE,YERBAS BUENAS,55 a 59,4
MAULE,YERBAS BUENAS,60 a 64,1
MAULE,YERBAS BUENAS,65 a 69,0
MAULE,YERBAS BUENAS,70 a 74,1
MAULE,YERBAS BUENAS,75 a 79,0
MAULE,YERBAS BUENAS,80 a 84,2
MAULE,YERBAS BUENAS,85 a 89,1
MAULE,YERBAS BUENAS,90 a 94,2
MAULE,YERBAS BUENAS,95 a 99,0
MAULE,YERBAS BUENAS,100 o más,0
ÑUBLE,CHILLÁN,Total Comuna,2562
ÑUBLE,CHILLÁN,0 a 4,63
ÑUBLE,CHILLÁN,5 a 9,121
ÑUBLE,CHILLÁN,10 a 14,95
ÑUBLE,CHILLÁN,15 a 19,156
ÑUBLE,CHILLÁN,20 a 24,310
ÑUBLE,CHILLÁN,25 a 29,383
ÑUBLE,CHILLÁN,30 a 34,372
ÑUBLE,CHILLÁN,35 a 39,321
ÑUBLE,CHILLÁN,40 a 44,257
ÑUBLE,CHILLÁN,45 a 49,163
ÑUBLE,CHILLÁN,50 a 54,85
ÑUBLE,CHILLÁN,55 a 59,72
ÑUBLE,CHILLÁN,60 a 64,54
ÑUBLE,CHILLÁN,65 a 69,31
ÑUBLE,CHILLÁN,70 a 74,19
ÑUBLE,CHILLÁN,75 a 79,24
ÑUBLE,CHILLÁN,80 a 84,12
ÑUBLE,CHILLÁN,85 a 89,13
ÑUBLE,CHILLÁN,90 a 94,10
ÑUBLE,CHILLÁN,95 a 99,1
ÑUBLE,CHILLÁN,100 o más,0
ÑUBLE,BULNES,Total Comuna,114
ÑUBLE,BULNES,0 a 4,4
ÑUBLE,BULNES,5 a 9,4
ÑUBLE,BULNES,10 a 14,4
ÑUBLE,BULNES,15 a 19,7
ÑUBLE,BULNES,20 a 24,6
ÑUBLE,BULNES,25 a 29,16
ÑUBLE,BULNES,30 a 34,21
ÑUBLE,BULNES,35 a 39,12
ÑUBLE,BULNES,40 a 44,7
ÑUBLE,BULNES,45 a 49,3
ÑUBLE,BULNES,50 a 54,5
ÑUBLE,BULNES,55 a 59,3
ÑUBLE,BULNES,60 a 64,11
ÑUBLE,BULNES,65 a 69,5
ÑUBLE,BULNES,70 a 74,3
ÑUBLE,BULNES,75 a 79,0
ÑUBLE,BULNES,80 a 84,3
ÑUBLE,BULNES,85 a 89,0
ÑUBLE,BULNES,90 a 94,0
ÑUBLE,BULNES,95 a 99,0
ÑUBLE,BULNES,100 o más,0
ÑUBLE,CHILLÁN VIEJO,Total Comuna,210
ÑUBLE,CHILLÁN VIEJO,0 a 4,5
ÑUBLE,CHILLÁN VIEJO,5 a 9,8
ÑUBLE,CHILLÁN VIEJO,10 a 14,12
ÑUBLE,CHILLÁN VIEJO,15 a 19,12
ÑUBLE,CHILLÁN VIEJO,20 a 24,24
ÑUBLE,CHILLÁN VIEJO,25 a 29,33
ÑUBLE,CHILLÁN VIEJO,30 a 34,31
ÑUBLE,CHILLÁN VIEJO,35 a 39,27
ÑUBLE,CHILLÁN VIEJO,40 a 44,20
ÑUBLE,CHILLÁN VIEJO,45 a 49,7
ÑUBLE,CHILLÁN VIEJO,50 a 54,10
ÑUBLE,CHILLÁN VIEJO,55 a 59,5
ÑUBLE,CHILLÁN VIEJO,60 a 64,7
ÑUBLE,CHILLÁN VIEJO,65 a 69,1
ÑUBLE,CHILLÁN VIEJO,70 a 74,0
ÑUBLE,CHILLÁN VIEJO,75 a 79,4
ÑUBLE,CHILLÁN VIEJO,80 a 84,3
ÑUBLE,CHILLÁN VIEJO,85 a 89,0
ÑUBLE,CHILLÁN VIEJO,90 a 94,1
ÑUBLE,CHILLÁN VIEJO,95 a 99,0
ÑUBLE,CHILLÁN VIEJO,100 o más,0
ÑUBLE,EL CARMEN,Total Comuna,21
ÑUBLE,EL CARMEN,0 a 4,0
ÑUBLE,EL CARMEN,5 a 9,0
ÑUBLE,EL CARMEN,10 a 14,1
ÑUBLE,EL CARMEN,15 a 19,2
ÑUBLE,EL CARMEN,20 a 24,2
ÑUBLE,EL CARMEN,25 a 29,2
ÑUBLE,EL CARMEN,30 a 34,2
ÑUBLE,EL CARMEN,35 a 39,3
ÑUBLE,EL CARMEN,40 a 44,0
ÑUBLE,EL CARMEN,45 a 49,3
ÑUBLE,EL CARMEN,50 a 54,2
ÑUBLE,EL CARMEN,55 a 59,0
ÑUBLE,EL CARMEN,60 a 64,2
ÑUBLE,EL CARMEN,65 a 69,0
ÑUBLE,EL CARMEN,70 a 74,0
ÑUBLE,EL CARMEN,75 a 79,1
ÑUBLE,EL CARMEN,80 a 84,0
ÑUBLE,EL CARMEN,85 a 89,1
ÑUBLE,EL CARMEN,90 a 94,0
ÑUBLE,EL CARMEN,95 a 99,0
ÑUBLE,EL CARMEN,100 o más,0
ÑUBLE,PEMUCO,Total Comuna,14
ÑUBLE,PEMUCO,0 a 4,0
ÑUBLE,PEMUCO,5 a 9,0
ÑUBLE,PEMUCO,10 a 14,0
ÑUBLE,PEMUCO,15 a 19,1
ÑUBLE,PEMUCO,20 a 24,0
ÑUBLE,PEMUCO,25 a 29,1
ÑUBLE,PEMUCO,30 a 34,2
ÑUBLE,PEMUCO,35 a 39,0
ÑUBLE,PEMUCO,40 a 44,3
ÑUBLE,PEMUCO,45 a 49,0
ÑUBLE,PEMUCO,50 a 54,2
ÑUBLE,PEMUCO,55 a 59,2
ÑUBLE,PEMUCO,60 a 64,1
ÑUBLE,PEMUCO,65 a 69,0
ÑUBLE,PEMUCO,70 a 74,0
ÑUBLE,PEMUCO,75 a 79,2
ÑUBLE,PEMUCO,80 a 84,0
ÑUBLE,PEMUCO,85 a 89,0
ÑUBLE,PEMUCO,90 a 94,0
ÑUBLE,PEMUCO,95 a 99,0
ÑUBLE,PEMUCO,100 o más,0
ÑUBLE,PINTO,Total Comuna,73
ÑUBLE,PINTO,0 a 4,1
ÑUBLE,PINTO,5 a 9,1
ÑUBLE,PINTO,10 a 14,4
ÑUBLE,PINTO,15 a 19,4
ÑUBLE,PINTO,20 a 24,6
ÑUBLE,PINTO,25 a 29,9
ÑUBLE,PINTO,30 a 34,8
ÑUBLE,PINTO,35 a 39,3
ÑUBLE,PINTO,40 a 44,5
ÑUBLE,PINTO,45 a 49,3
ÑUBLE,PINTO,50 a 54,4
ÑUBLE,PINTO,55 a 59,4
ÑUBLE,PINTO,60 a 64,8
ÑUBLE,PINTO,65 a 69,5
ÑUBLE,PINTO,70 a 74,3
ÑUBLE,PINTO,75 a 79,4
ÑUBLE,PINTO,80 a 84,1
ÑUBLE,PINTO,85 a 89,0
ÑUBLE,PINTO,90 a 94,0
ÑUBLE,PINTO,95 a 99,0
ÑUBLE,PINTO,100 o más,0
ÑUBLE,QUILLÓN,Total Comuna,93
ÑUBLE,QUILLÓN,0 a 4,3
ÑUBLE,QUILLÓN,5 a 9,9
ÑUBLE,QUILLÓN,10 a 14,4
ÑUBLE,QUILLÓN,15 a 19,3
ÑUBLE,QUILLÓN,20 a 24,8
ÑUBLE,QUILLÓN,25 a 29,10
ÑUBLE,QUILLÓN,30 a 34,10
ÑUBLE,QUILLÓN,35 a 39,14
ÑUBLE,QUILLÓN,40 a 44,9
ÑUBLE,QUILLÓN,45 a 49,4
ÑUBLE,QUILLÓN,50 a 54,4
ÑUBLE,QUILLÓN,55 a 59,4
ÑUBLE,QUILLÓN,60 a 64,3
ÑUBLE,QUILLÓN,65 a 69,2
ÑUBLE,QUILLÓN,70 a 74,2
ÑUBLE,QUILLÓN,75 a 79,2
ÑUBLE,QUILLÓN,80 a 84,0
ÑUBLE,QUILLÓN,85 a 89,0
ÑUBLE,QUILLÓN,90 a 94,1
ÑUBLE,QUILLÓN,95 a 99,1
ÑUBLE,QUILLÓN,100 o más,0
ÑUBLE,SAN IGNACIO,Total Comuna,45
ÑUBLE,SAN IGNACIO,0 a 4,2
ÑUBLE,SAN IGNACIO,5 a 9,1
ÑUBLE,SAN IGNACIO,10 a 14,2
ÑUBLE,SAN IGNACIO,15 a 19,0
ÑUBLE,SAN IGNACIO,20 a 24,4
ÑUBLE,SAN IGNACIO,25 a 29,11
ÑUBLE,SAN IGNACIO,30 a 34,6
ÑUBLE,SAN IGNACIO,35 a 39,4
ÑUBLE,SAN IGNACIO,40 a 44,6
ÑUBLE,SAN IGNACIO,45 a 49,1
ÑUBLE,SAN IGNACIO,50 a 54,2
ÑUBLE,SAN IGNACIO,55 a 59,3
ÑUBLE,SAN IGNACIO,60 a 64,0
ÑUBLE,SAN IGNACIO,65 a 69,0
ÑUBLE,SAN IGNACIO,70 a 74,1
ÑUBLE,SAN IGNACIO,75 a 79,1
ÑUBLE,SAN IGNACIO,80 a 84,1
ÑUBLE,SAN IGNACIO,85 a 89,0
ÑUBLE,SAN IGNACIO,90 a 94,0
ÑUBLE,SAN IGNACIO,95 a 99,0
ÑUBLE,SAN IGNACIO,100 o más,0
ÑUBLE,YUNGAY,Total Comuna,63
ÑUBLE,YUNGAY,0 a 4,3
ÑUBLE,YUNGAY,5 a 9,3
ÑUBLE,YUNGAY,10 a 14,2
ÑUBLE,YUNGAY,15 a 19,3
ÑUBLE,YUNGAY,20 a 24,3
ÑUBLE,YUNGAY,25 a 29,11
ÑUBLE,YUNGAY,30 a 34,9
ÑUBLE,YUNGAY,35 a 39,7
ÑUBLE,YUNGAY,40 a 44,9
ÑUBLE,YUNGAY,45 a 49,6
ÑUBLE,YUNGAY,50 a 54,1
ÑUBLE,YUNGAY,55 a 59,2
ÑUBLE,YUNGAY,60 a 64,0
ÑUBLE,YUNGAY,65 a 69,1
ÑUBLE,YUNGAY,70 a 74,1
ÑUBLE,YUNGAY,75 a 79,1
ÑUBLE,YUNGAY,80 a 84,1
ÑUBLE,YUNGAY,85 a 89,0
ÑUBLE,YUNGAY,90 a 94,0
ÑUBLE,YUNGAY,95 a 99,0
ÑUBLE,YUNGAY,100 o más,0
ÑUBLE,QUIRIHUE,Total Comuna,25
ÑUBLE,QUIRIHUE,0 a 4,0
ÑUBLE,QUIRIHUE,5 a 9,2
ÑUBLE,QUIRIHUE,10 a 14,1
ÑUBLE,QUIRIHUE,15 a 19,2
ÑUBLE,QUIRIHUE,20 a 24,3
ÑUBLE,QUIRIHUE,25 a 29,5
ÑUBLE,QUIRIHUE,30 a 34,2
ÑUBLE,QUIRIHUE,35 a 39,3
ÑUBLE,QUIRIHUE,40 a 44,0
ÑUBLE,QUIRIHUE,45 a 49,2
ÑUBLE,QUIRIHUE,50 a 54,0
ÑUBLE,QUIRIHUE,55 a 59,3
ÑUBLE,QUIRIHUE,60 a 64,1
ÑUBLE,QUIRIHUE,65 a 69,1
ÑUBLE,QUIRIHUE,70 a 74,0
ÑUBLE,QUIRIHUE,75 a 79,0
ÑUBLE,QUIRIHUE,80 a 84,0
ÑUBLE,QUIRIHUE,85 a 89,0
ÑUBLE,QUIRIHUE,90 a 94,0
ÑUBLE,QUIRIHUE,95 a 99,0
ÑUBLE,QUIRIHUE,100 o más,0
ÑUBLE,COBQUECURA,Total Comuna,16
ÑUBLE,COBQUECURA,0 a 4,0
ÑUBLE,COBQUECURA,5 a 9,0
ÑUBLE,COBQUECURA,10 a 14,4
ÑUBLE,COBQUECURA,15 a 19,0
ÑUBLE,COBQUECURA,20 a 24,1
ÑUBLE,COBQUECURA,25 a 29,0
ÑUBLE,COBQUECURA,30 a 34,1
ÑUBLE,COBQUECURA,35 a 39,3
ÑUBLE,COBQUECURA,40 a 44,4
ÑUBLE,COBQUECURA,45 a 49,1
ÑUBLE,COBQUECURA,50 a 54,0
ÑUBLE,COBQUECURA,55 a 59,0
ÑUBLE,COBQUECURA,60 a 64,0
ÑUBLE,COBQUECURA,65 a 69,0
ÑUBLE,COBQUECURA,70 a 74,1
ÑUBLE,COBQUECURA,75 a 79,0
ÑUBLE,COBQUECURA,80 a 84,1
ÑUBLE,COBQUECURA,85 a 89,0
ÑUBLE,COBQUECURA,90 a 94,0
ÑUBLE,COBQUECURA,95 a 99,0
ÑUBLE,COBQUECURA,100 o más,0
ÑUBLE,COELEMU,Total Comuna,28
ÑUBLE,COELEMU,0 a 4,0
ÑUBLE,COELEMU,5 a 9,2
ÑUBLE,COELEMU,10 a 14,3
ÑUBLE,COELEMU,15 a 19,1
ÑUBLE,COELEMU,20 a 24,2
ÑUBLE,COELEMU,25 a 29,9
ÑUBLE,COELEMU,30 a 34,4
ÑUBLE,COELEMU,35 a 39,1
ÑUBLE,COELEMU,40 a 44,2
ÑUBLE,COELEMU,45 a 49,2
ÑUBLE,COELEMU,50 a 54,0
ÑUBLE,COELEMU,55 a 59,2
ÑUBLE,COELEMU,60 a 64,0
ÑUBLE,COELEMU,65 a 69,0
ÑUBLE,COELEMU,70 a 74,0
ÑUBLE,COELEMU,75 a 79,0
ÑUBLE,COELEMU,80 a 84,0
ÑUBLE,COELEMU,85 a 89,0
ÑUBLE,COELEMU,90 a 94,0
ÑUBLE,COELEMU,95 a 99,0
ÑUBLE,COELEMU,100 o más,0
ÑUBLE,NINHUE,Total Comuna,13
ÑUBLE,NINHUE,0 a 4,0
ÑUBLE,NINHUE,5 a 9,0
ÑUBLE,NINHUE,10 a 14,2
ÑUBLE,NINHUE,15 a 19,2
ÑUBLE,NINHUE,20 a 24,1
ÑUBLE,NINHUE,25 a 29,1
ÑUBLE,NINHUE,30 a 34,1
ÑUBLE,NINHUE,35 a 39,0
ÑUBLE,NINHUE,40 a 44,2
ÑUBLE,NINHUE,45 a 49,3
ÑUBLE,NINHUE,50 a 54,0
ÑUBLE,NINHUE,55 a 59,0
ÑUBLE,NINHUE,60 a 64,1
ÑUBLE,NINHUE,65 a 69,0
ÑUBLE,NINHUE,70 a 74,0
ÑUBLE,NINHUE,75 a 79,0
ÑUBLE,NINHUE,80 a 84,0
ÑUBLE,NINHUE,85 a 89,0
ÑUBLE,NINHUE,90 a 94,0
ÑUBLE,NINHUE,95 a 99,0
ÑUBLE,NINHUE,100 o más,0
ÑUBLE,PORTEZUELO,Total Comuna,8
ÑUBLE,PORTEZUELO,0 a 4,0
ÑUBLE,PORTEZUELO,5 a 9,0
ÑUBLE,PORTEZUELO,10 a 14,0
ÑUBLE,PORTEZUELO,15 a 19,0
ÑUBLE,PORTEZUELO,20 a 24,0
ÑUBLE,PORTEZUELO,25 a 29,0
ÑUBLE,PORTEZUELO,30 a 34,1
ÑUBLE,PORTEZUELO,35 a 39,1
ÑUBLE,PORTEZUELO,40 a 44,1
ÑUBLE,PORTEZUELO,45 a 49,1
ÑUBLE,PORTEZUELO,50 a 54,1
ÑUBLE,PORTEZUELO,55 a 59,1
ÑUBLE,PORTEZUELO,60 a 64,0
ÑUBLE,PORTEZUELO,65 a 69,0
ÑUBLE,PORTEZUELO,70 a 74,2
ÑUBLE,PORTEZUELO,75 a 79,0
ÑUBLE,PORTEZUELO,80 a 84,0
ÑUBLE,PORTEZUELO,85 a 89,0
ÑUBLE,PORTEZUELO,90 a 94,0
ÑUBLE,PORTEZUELO,95 a 99,0
ÑUBLE,PORTEZUELO,100 o más,0
ÑUBLE,RÁNQUIL,Total Comuna,11
ÑUBLE,RÁNQUIL,0 a 4,0
ÑUBLE,RÁNQUIL,5 a 9,0
ÑUBLE,RÁNQUIL,10 a 14,0
ÑUBLE,RÁNQUIL,15 a 19,1
ÑUBLE,RÁNQUIL,20 a 24,1
ÑUBLE,RÁNQUIL,25 a 29,2
ÑUBLE,RÁNQUIL,30 a 34,2
ÑUBLE,RÁNQUIL,35 a 39,1
ÑUBLE,RÁNQUIL,40 a 44,1
ÑUBLE,RÁNQUIL,45 a 49,0
ÑUBLE,RÁNQUIL,50 a 54,0
ÑUBLE,RÁNQUIL,55 a 59,2
ÑUBLE,RÁNQUIL,60 a 64,0
ÑUBLE,RÁNQUIL,65 a 69,1
ÑUBLE,RÁNQUIL,70 a 74,0
ÑUBLE,RÁNQUIL,75 a 79,0
ÑUBLE,RÁNQUIL,80 a 84,0
ÑUBLE,RÁNQUIL,85 a 89,0
ÑUBLE,RÁNQUIL,90 a 94,0
ÑUBLE,RÁNQUIL,95 a 99,0
ÑUBLE,RÁNQUIL,100 o más,0
ÑUBLE,TREGUACO,Total Comuna,12
ÑUBLE,TREGUACO,0 a 4,0
ÑUBLE,TREGUACO,5 a 9,0
ÑUBLE,TREGUACO,10 a 14,2
ÑUBLE,TREGUACO,15 a 19,1
ÑUBLE,TREGUACO,20 a 24,0
ÑUBLE,TREGUACO,25 a 29,2
ÑUBLE,TREGUACO,30 a 34,0
ÑUBLE,TREGUACO,35 a 39,1
ÑUBLE,TREGUACO,40 a 44,0
ÑUBLE,TREGUACO,45 a 49,2
ÑUBLE,TREGUACO,50 a 54,2
ÑUBLE,TREGUACO,55 a 59,0
ÑUBLE,TREGUACO,60 a 64,0
ÑUBLE,TREGUACO,65 a 69,1
ÑUBLE,TREGUACO,70 a 74,1
ÑUBLE,TREGUACO,75 a 79,0
ÑUBLE,TREGUACO,80 a 84,0
ÑUBLE,TREGUACO,85 a 89,0
ÑUBLE,TREGUACO,90 a 94,0
ÑUBLE,TREGUACO,95 a 99,0
ÑUBLE,TREGUACO,100 o más,0
ÑUBLE,SAN CARLOS,Total Comuna,222
ÑUBLE,SAN CARLOS,0 a 4,5
ÑUBLE,SAN CARLOS,5 a 9,12
ÑUBLE,SAN CARLOS,10 a 14,13
ÑUBLE,SAN CARLOS,15 a 19,8
ÑUBLE,SAN CARLOS,20 a 24,21
ÑUBLE,SAN CARLOS,25 a 29,31
ÑUBLE,SAN CARLOS,30 a 34,33
ÑUBLE,SAN CARLOS,35 a 39,32
ÑUBLE,SAN CARLOS,40 a 44,12
ÑUBLE,SAN CARLOS,45 a 49,6
ÑUBLE,SAN CARLOS,50 a 54,14
ÑUBLE,SAN CARLOS,55 a 59,10
ÑUBLE,SAN CARLOS,60 a 64,3
ÑUBLE,SAN CARLOS,65 a 69,5
ÑUBLE,SAN CARLOS,70 a 74,7
ÑUBLE,SAN CARLOS,75 a 79,5
ÑUBLE,SAN CARLOS,80 a 84,1
ÑUBLE,SAN CARLOS,85 a 89,1
ÑUBLE,SAN CARLOS,90 a 94,1
