id,tipo,modalidad,comuna,precio,m2_utiles,ubicacion,dormitorios_estimados,personas_hogar,indice_hacinamiento,f_A,clasificacion,precio_m2
1272,casa,venta,Panguipulli,676000000.0,240.0,"Ribera Poniente Cercano Al Pueblo, Lago Panguipulli, Panguipulli",12,3.2,0.27,1,Sin hacinamiento,2816666.6666666665
1273,casa,venta,Panguipulli,500000000.0,313.0,"Exclusivo Loteo Residencial, Lago Panguipulli, Panguipulli",15,3.2,0.21,1,Sin hacinamiento,1597444.089456869
1274,casa,venta,Panguipulli,482000000.0,200.0,"Biosfera Huilo Huilo, Panguipulli",10,3.2,0.32,1,Sin hacinamiento,2410000.0
1275,casa,venta,Panguipulli,218400000.0,213.0,"Panguipulli, Lago Panguipulli",10,3.2,0.32,1,Sin hacinamiento,1025352.1126760563
1276,casa,venta,Panguipulli,257000000.0,114.0,"Pichidollinco, 0, Lago Panguipulli, Panguipulli",5,3.2,0.64,1,Sin hacinamiento,2254385.964912281
1277,casa,venta,Panguipulli,180000000.0,130.0,"Huilo Huilo, Panguipulli",6,3.2,0.53,1,Sin hacinamiento,1384615.3846153845
1278,casa,venta,Panguipulli,120000000.0,98.0,"F388+WJ Los Cajones, Panguipulli, Chile, Panguipulli",4,3.2,0.8,1,Sin hacinamiento,1224489.7959183673
1279,casa,venta,Panguipulli,100000000.0,5.0,"Curaco, Panguipulli, Panguipulli",1,3.2,3.2,2,Hacinamiento medio,20000000.0
1280,casa,venta,Panguipulli,186000000.0,105.0,Panguipulli,5,3.2,0.64,1,Sin hacinamiento,1771428.5714285714
1281,casa,venta,Panguipulli,940000000.0,380.0,"Lago Riñihue, Los Lagos, Panguipulli",19,3.2,0.17,1,Sin hacinamiento,2473684.210526316
1282,casa,venta,Panguipulli,72000000.0,100.0,"Mirador Del Lago, Panguipulli, Lago Panguipulli, Panguipulli",5,3.2,0.64,1,Sin hacinamiento,720000.0
1283,casa,venta,Paillaco,48000000.0,63.0,"Las Margaritas, Paillaco, Paillaco",3,3.1,1.03,1,Sin hacinamiento,761904.7619047619
1284,casa,venta,Paillaco,140000000.0,160.0,"Paillaco, Paillaco",8,3.1,0.39,1,Sin hacinamiento,875000.0
1285,casa,venta,Paillaco,67000000.0,56.0,"Calle 12 De Octubre 267, Reumen, Paillaco",2,3.1,1.55,1,Sin hacinamiento,1196428.5714285714
1286,casa,venta,Paillaco,150000000.0,86.0,"Cufeo Alto, Paillaco, Chile, Paillaco",4,3.1,0.78,1,Sin hacinamiento,1744186.046511628
1287,casa,venta,Paillaco,278000000.0,143.0,"Arturo Prat 1 - 300, Paillaco",7,3.1,0.44,1,Sin hacinamiento,1944055.944055944
1288,casa,venta,Paillaco,230000000.0,104.0,"OHIGGINS PAILLACO, Paillaco",5,3.1,0.62,1,Sin hacinamiento,2211538.4615384615
1289,casa,venta,Paillaco,280000000.0,148.0,Paillaco,7,3.1,0.44,1,Sin hacinamiento,1891891.8918918918
1290,casa,venta,Paillaco,184000000.0,126.0,"Carlos Winckler Paillaco, Paillaco",6,3.1,0.52,1,Sin hacinamiento,1460317.4603174604
1291,casa,venta,Paillaco,302560000.0,305.0,"Arturo Prat 534, Paillaco, Paillaco",15,3.1,0.21,1,Sin hacinamiento,992000.0
1292,departamento,arriendo,Valdivia,590000.0,46.0,"Av. Circunvalación Sur 4883, Valdivia, Sur De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,12826.08695652174
1293,departamento,arriendo,Valdivia,690000.0,65.0,"Av. Arturo Prat 1733, Valdivia, Valdivia",4,2.9,0.72,1,Sin hacinamiento,10615.384615384615
1294,departamento,arriendo,Valdivia,600000.0,50.0,"Pintor Roberto Echeñique 1017, Valdivia, Isla Teja, Valdivia",3,2.9,0.97,1,Sin hacinamiento,12000.0
1295,departamento,arriendo,Valdivia,640000.0,56.0,"Condominio Haverbeck, Campo Militar De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,11428.57142857143
1296,departamento,arriendo,Valdivia,450000.0,40.0,"Genaro Miranda, Niebla, Valdivia, Niebla, Valdivia",2,2.9,1.45,1,Sin hacinamiento,11250.0
1297,departamento,arriendo,Valdivia,800000.0,59.0,"Picarte, Campo Militar De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,13559.322033898305
1298,departamento,arriendo,Valdivia,480000.0,38.0,"Picarte 1530, Campo Militar De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,12631.578947368422
1299,departamento,arriendo,Valdivia,450000.0,21.0,"Ecuador 2087, Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,21428.571428571428
1300,departamento,arriendo,Valdivia,600000.0,39.0,"Alto Del Cruces, Torobayo, Valdivia",2,2.9,1.45,1,Sin hacinamiento,15384.615384615385
1301,departamento,arriendo,Valdivia,560000.0,50.0,"Jardín Urbano III, Valdivia",3,2.9,0.97,1,Sin hacinamiento,11200.0
1302,departamento,arriendo,Valdivia,400000.0,36.0,"Av. Argentina 3612, Valdivia, Sur De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,11111.111111111111
1303,departamento,arriendo,Valdivia,350000.0,30.0,"Inglaterra 500, Valdivia, Sur De Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,11666.666666666666
1304,departamento,arriendo,Valdivia,650000.0,59.0,"Ecuador, 2040, Valdivia",3,2.9,0.97,1,Sin hacinamiento,11016.949152542373
1305,departamento,arriendo,Valdivia,550000.0,24.0,"Los Laureles, 200, Isla Teja, Valdivia",1,2.9,2.9,2,Hacinamiento medio,22916.666666666668
1306,departamento,arriendo,Valdivia,510000.0,32.0,"Carampangue, 300 - 600, Centro De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,15937.5
1307,departamento,arriendo,Valdivia,460000.0,23.0,"Los Laureles 1 - 300, Valdivia, Chile, Isla Teja, Valdivia",1,2.9,2.9,2,Hacinamiento medio,20000.0
1308,departamento,arriendo,Valdivia,700000.0,36.0,"Av. Arturo Pratt 1571, Centro De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,19444.444444444445
1309,departamento,arriendo,Valdivia,650000.0,55.0,"Caupolicán 243, Valdivia, Chile, Centro De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,11818.181818181818
1310,departamento,arriendo,Valdivia,480000.0,55.0,"T-352 195, Niebla, Valdivia, Niebla, Valdivia",3,2.9,0.97,1,Sin hacinamiento,8727.272727272728
1311,departamento,arriendo,Valdivia,1100000.0,86.0,"Manuel Montt, 1053, Sur De Valdivia, Valdivia",5,2.9,0.58,1,Sin hacinamiento,12790.697674418605
1312,departamento,arriendo,Valdivia,700000.0,60.0,"MANUEL MONTT N° 1053 PARQUE KRAHMER DEPARTAMENTO N°302-B, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,11666.666666666666
1313,departamento,arriendo,Valdivia,400000.0,50.0,"Federico Hettich, Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,8000.0
1314,departamento,arriendo,Valdivia,1300000.0,163.0,"Carlos Anwndter N°201, Centro De Valdivia, Valdivia",10,2.9,0.29,1,Sin hacinamiento,7975.460122699386
1315,departamento,arriendo,Valdivia,680000.0,36.0,"Carampangue, Centro De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,18888.88888888889
1316,departamento,arriendo,Valdivia,550000.0,50.0,"Carpe Diem 1121, Valdivia, Chile, Torobayo, Valdivia",3,2.9,0.97,1,Sin hacinamiento,11000.0
1317,departamento,arriendo,Valdivia,700000.0,51.0,"Caupolicán, Centro De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,13725.490196078432
1318,departamento,arriendo,Valdivia,520000.0,31.0,"Andres Bello 2787, 5100831 Valdivia, Los Ríos, Chile, Sur De Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,16774.1935483871
1319,departamento,arriendo,Valdivia,480000.0,35.0,"Avenida Circunvalación Sur, 4883, Sur De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,13714.285714285714
1320,departamento,arriendo,Valdivia,660000.0,26.0,"COD38798 Amoblado, Nuevo, Y Excelente Ubicación, Centro De Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,25384.615384615383
1321,departamento,arriendo,Valdivia,470000.0,40.0,"Centro De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,11750.0
1322,departamento,arriendo,Valdivia,720000.0,84.0,"Valdivia, Centro De Valdivia",5,2.9,0.58,1,Sin hacinamiento,8571.42857142857
1323,departamento,arriendo,Valdivia,600000.0,56.0,"Gral Lagos, Valdivia, Campo Militar De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,10714.285714285714
1324,departamento,arriendo,Valdivia,1400000.0,140.0,"Valdivia, Centro De Valdivia",8,2.9,0.36,1,Sin hacinamiento,10000.0
1325,departamento,arriendo,Valdivia,650000.0,41.0,"Oettinger 61, Valdivia, Isla Teja, Valdivia",2,2.9,1.45,1,Sin hacinamiento,15853.658536585366
1326,departamento,arriendo,Valdivia,750000.0,67.0,"Carlos Krahmer Richter 2660, Valdivia, Chile, Sur De Valdivia, Valdivia",4,2.9,0.72,1,Sin hacinamiento,11194.029850746268
1327,departamento,arriendo,Valdivia,700000.0,90.0,"O´HIGGINS N°457, DPTO 3, Centro De Valdivia, Valdivia",5,2.9,0.58,1,Sin hacinamiento,7777.777777777777
1328,departamento,arriendo,Valdivia,550000.0,27.0,"Caupolicán, Valdivia, Centro De Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,20370.37037037037
1329,departamento,arriendo,Valdivia,560000.0,40.0,"Valdivia, Sur De Valdivia",2,2.9,1.45,1,Sin hacinamiento,14000.0
1330,departamento,arriendo,Valdivia,560000.0,50.0,"Errázuriz 3411, Valdivia, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,11200.0
1331,departamento,arriendo,Valdivia,580000.0,55.0,"CONDOMINIO JARDÍN SUR, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,10545.454545454546
1332,departamento,arriendo,Valdivia,700000.0,69.0,"Avenida Los Robles, Isla Teja, Valdivia",4,2.9,0.72,1,Sin hacinamiento,10144.927536231884
1333,departamento,arriendo,Valdivia,500000.0,23.0,"Ecuador, 2049, Valdivia",1,2.9,2.9,2,Hacinamiento medio,21739.130434782608
1334,departamento,arriendo,Valdivia,2400000.0,368.0,Valdivia,23,2.9,0.13,1,Sin hacinamiento,6521.739130434783
1335,departamento,arriendo,Valdivia,1300000.0,125.0,"Carlos Anwandter 1 - 300, Valdivia, Centro De Valdivia, Valdivia",7,2.9,0.41,1,Sin hacinamiento,10400.0
1336,departamento,arriendo,Valdivia,650000.0,66.0,"Patricio Lynch 930, Valdivia, Chile, Valdivia",4,2.9,0.72,1,Sin hacinamiento,9848.484848484848
1337,departamento,arriendo,Valdivia,600000.0,62.0,"DEPARTAMENTO EN CONDOMINIO BRISAS DE LA RIVERA, Las Animas, Valdivia",3,2.9,0.97,1,Sin hacinamiento,9677.41935483871
1338,departamento,arriendo,Valdivia,560000.0,60.0,"Errázuriz 3411, Valdivia, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,9333.333333333334
1339,departamento,arriendo,Valdivia,645000.0,60.0,"Miraflores, Valdivia, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,10750.0
1341,departamento,arriendo,Valdivia,800000.0,86.0,"Valdivia, Isla Teja",5,2.9,0.58,1,Sin hacinamiento,9302.32558139535
1343,departamento,arriendo,Valdivia,550000.0,55.0,"Don Bosco 2336, 5100419 Valdivia, Los Ríos, Chile, Valdivia",3,2.9,0.97,1,Sin hacinamiento,10000.0
1344,departamento,arriendo,Valdivia,510000.0,40.0,"Av. Ramón Picarte 1568, 5111147 Valdivia, Los Ríos, Chile, Campo Militar De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,12750.0
1345,departamento,arriendo,Valdivia,550000.0,60.0,"Don Bosco 2389, 5090000 Valdivia, Los Ríos, Chile, Valdivia",3,2.9,0.97,1,Sin hacinamiento,9166.666666666666
1346,departamento,arriendo,Valdivia,600000.0,55.0,"Ecuador, 2049, Valdivia",3,2.9,0.97,1,Sin hacinamiento,10909.09090909091
1348,departamento,arriendo,Valdivia,650000.0,52.0,"Los Alamos 1151, Valdivia, Chile, Isla Teja, Valdivia",3,2.9,0.97,1,Sin hacinamiento,12500.0
1349,departamento,arriendo,Valdivia,850000.0,85.0,"Pintor Ricardo Anwandter 101, Valdivia, Chile, Isla Teja, Valdivia",5,2.9,0.58,1,Sin hacinamiento,10000.0
1351,departamento,arriendo,Valdivia,650000.0,65.0,"Patricio Lynch, Valdivia",4,2.9,0.72,1,Sin hacinamiento,10000.0
1353,departamento,arriendo,Valdivia,640000.0,44.0,"Valdivia, Sur De Valdivia",2,2.9,1.45,1,Sin hacinamiento,14545.454545454546
1354,departamento,arriendo,Valdivia,530000.0,50.0,"Avenida Circunvalación Nueva Región, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,10600.0
1355,departamento,arriendo,Valdivia,470000.0,43.0,"Condominio Brisas De La Ribera, Las Animas, Valdivia",2,2.9,1.45,1,Sin hacinamiento,10930.232558139534
1356,departamento,arriendo,Valdivia,600000.0,60.0,"Av. Alemania 636, 5110311 Valdivia, Los Ríos, Chile, Centro De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,10000.0
1357,departamento,arriendo,Valdivia,830000.0,95.0,"El Arboreto 900 - 1200, Valdivia, Isla Teja, Valdivia",5,2.9,0.58,1,Sin hacinamiento,8736.842105263158
1358,departamento,arriendo,Valdivia,900000.0,90.0,"Isla Teja Sur, Isla Teja, Valdivia",5,2.9,0.58,1,Sin hacinamiento,10000.0
1359,departamento,arriendo,Valdivia,480000.0,34.0,"Ecuador 2049, Valdivia, Chile, Valdivia",2,2.9,1.45,1,Sin hacinamiento,14117.64705882353
1360,departamento,arriendo,Valdivia,850000.0,67.0,"Lomas Del Río I, Sur De Valdivia, Valdivia",4,2.9,0.72,1,Sin hacinamiento,12686.567164179105
1361,departamento,arriendo,Valdivia,590000.0,65.0,"Chacabuco, Valdivia, Centro De Valdivia, Valdivia",4,2.9,0.72,1,Sin hacinamiento,9076.923076923076
1362,departamento,arriendo,Valdivia,580000.0,68.0,"Patricio Lynch 950, Valdivia, Chile, Valdivia",4,2.9,0.72,1,Sin hacinamiento,8529.411764705883
1363,departamento,arriendo,Valdivia,400000.0,18.0,"Ecuador 2030-2098, 5100288 Valdivia, Los Ríos, Chile, Valdivia",1,2.9,2.9,2,Hacinamiento medio,22222.222222222223
1364,departamento,arriendo,Valdivia,630000.0,80.0,"Chacabuco 795, Valdivia, Centro De Valdivia, Valdivia",5,2.9,0.58,1,Sin hacinamiento,7875.0
1365,departamento,arriendo,Valdivia,600000.0,52.0,"Los Alamos 1151, Valdivia, Chile, Isla Teja, Valdivia",3,2.9,0.97,1,Sin hacinamiento,11538.461538461539
1366,departamento,arriendo,Valdivia,780000.0,51.0,"Caupolicán 243, Valdivia, Centro De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,15294.117647058823
1367,departamento,arriendo,Valdivia,550000.0,54.0,"Patricio Lynch 950, Valdivia, Chile, Valdivia",3,2.9,0.97,1,Sin hacinamiento,10185.185185185184
1368,departamento,arriendo,Valdivia,400000.0,23.0,"Ecuador, 2049, Valdivia",1,2.9,2.9,2,Hacinamiento medio,17391.304347826088
1369,departamento,arriendo,Valdivia,700000.0,62.0,"Carelmapu 2003, 5100406 Valdivia, Los Ríos, Chile, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,11290.322580645161
1370,departamento,arriendo,Valdivia,560000.0,58.0,"Don Bosco 2389, Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,9655.172413793103
1371,departamento,arriendo,Valdivia,540000.0,47.0,"Don Bosco, Valdivia, Sur De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,11489.36170212766
1372,departamento,arriendo,Valdivia,550000.0,49.0,"Av. Circunvalación Sur 4800 - 5100, Valdivia, Chile, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,11224.489795918367
1373,departamento,arriendo,Valdivia,480000.0,45.0,"1039,, Sur De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,10666.666666666666
1374,departamento,arriendo,Valdivia,510000.0,32.0,"Goycolea 1666, Valdivia, Campo Militar De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,15937.5
1375,departamento,arriendo,Valdivia,500000.0,51.0,"Vicente Carvallo Goyeneche 740, Valdivia, Las Animas, Valdivia",3,2.9,0.97,1,Sin hacinamiento,9803.921568627451
1376,departamento,arriendo,Valdivia,500000.0,53.0,"Av. Circunvalación Sur 4800 - 5100, Valdivia, Chile, Valdivia",3,2.9,0.97,1,Sin hacinamiento,9433.962264150943
1377,departamento,arriendo,Valdivia,720000.0,32.0,"Valdivia, Centro De Valdivia",2,2.9,1.45,1,Sin hacinamiento,22500.0
1378,departamento,arriendo,Valdivia,560000.0,50.0,"Carlos Krahmer Richter, Valdivia, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,11200.0
1379,departamento,arriendo,Valdivia,340000.0,25.0,"Cochrane 412, Valdivia, Centro De Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,13600.0
1380,departamento,arriendo,Valdivia,400000.0,42.0,"Avenida Ramón Picarte, Sur De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,9523.809523809523
1381,departamento,arriendo,Valdivia,650000.0,57.0,"Patricio Lynch 940, Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,11403.508771929824
1382,departamento,arriendo,Valdivia,650000.0,57.0,"Carlos Krahmer Richter 2660, Valdivia, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,11403.508771929824
1384,departamento,arriendo,Valdivia,800000.0,67.0,"Ecuador 2049, Valdivia, Valdivia",4,2.9,0.72,1,Sin hacinamiento,11940.298507462687
1385,departamento,arriendo,Valdivia,570000.0,41.0,"Los Alamos 1121, Valdivia, Isla Teja, Valdivia",2,2.9,1.45,1,Sin hacinamiento,13902.439024390244
1386,departamento,arriendo,Valdivia,440000.0,34.0,"Av. Circunvalación Nueva Región, Valdivia, Sur De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,12941.176470588236
1387,departamento,arriendo,Valdivia,550000.0,57.0,"Isla Del Rey 2620, Valdivia, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,9649.122807017544
1388,departamento,arriendo,Valdivia,530000.0,34.0,"Carampangue 500, Valdivia, Centro De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,15588.235294117647
1389,departamento,arriendo,Valdivia,600000.0,67.0,"Ecuador 2049, Valdivia, Valdivia",4,2.9,0.72,1,Sin hacinamiento,8955.223880597016
1390,departamento,arriendo,Valdivia,670000.0,63.0,"Patricio Lynch 940, Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,10634.920634920634
1391,departamento,arriendo,Valdivia,1000000.0,107.0,"Los Arrayanes 430, 5110588 Valdivia, Los Ríos, Chile, Isla Teja, Valdivia",6,2.9,0.48,1,Sin hacinamiento,9345.794392523365
1392,departamento,arriendo,Valdivia,530000.0,57.0,"Errázuriz 3411, Valdivia, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,9298.245614035088
1393,departamento,arriendo,Valdivia,700000.0,44.0,"Carampangue 500, Valdivia, Centro De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,15909.09090909091
1394,departamento,arriendo,Valdivia,760000.0,50.0,"Carampangue 500, Valdivia, Centro De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,15200.0
1395,departamento,arriendo,Valdivia,530000.0,32.0,"Carampangue 500, Valdivia, Centro De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,16562.5
1396,departamento,arriendo,Valdivia,630000.0,47.0,"Los Alamos 1121, Valdivia, Isla Teja, Valdivia",2,2.9,1.45,1,Sin hacinamiento,13404.255319148937
1397,departamento,arriendo,Valdivia,630000.0,56.0,"José María Muñoz Hermosilla 2100 - 2400, Valdivia, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,11250.0
1398,departamento,arriendo,Valdivia,540000.0,23.0,"Carampangue 500, Valdivia, Centro De Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,23478.260869565216
1399,departamento,arriendo,Valdivia,330000.0,40.0,"Av. Ramón Picarte 2021, Valdivia, Campo Militar De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,8250.0
1400,departamento,arriendo,Valdivia,500000.0,37.0,"Av. Arturo Prat 1733, Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,13513.513513513513
1401,departamento,arriendo,Valdivia,500000.0,49.0,"Av. Circunvalación Nueva Región, Valdivia, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,10204.081632653062
1402,departamento,arriendo,Valdivia,890000.0,60.0,"Isla Teja, Valdivia",3,2.9,0.97,1,Sin hacinamiento,14833.333333333334
1403,departamento,arriendo,Valdivia,520000.0,30.0,"Edificio Plaza Fluvial, Centro De Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,17333.333333333332
1404,departamento,arriendo,Valdivia,500000.0,45.0,"Condominio Brisas De La Ribera, Las Animas, Valdivia",2,2.9,1.45,1,Sin hacinamiento,11111.111111111111
1405,departamento,arriendo,Valdivia,650000.0,30.0,"Edificio Plaza Fluvial, Centro De Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,21666.666666666668
1406,departamento,arriendo,Valdivia,490000.0,30.0,"Carampangue 500, Centro De Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,16333.333333333334
1407,departamento,arriendo,Valdivia,550000.0,30.0,"Los Laureles 270, 5.1102e+06 - 5.1105e+06 Valdivia, Los Ríos, Chile, Isla Teja, Valdivia",1,2.9,2.9,2,Hacinamiento medio,18333.333333333332
1408,departamento,arriendo,Valdivia,420000.0,22.0,"Av. Arturo Prat 1571, Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,19090.909090909092
1409,departamento,arriendo,Valdivia,450000.0,28.0,"Camilo Henríquez 835, Valdivia, Centro De Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,16071.42857142857
1410,departamento,arriendo,Valdivia,750000.0,60.0,"Ecuador 1800 - 2100, Valdivia, Campo Militar De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,12500.0
1411,departamento,arriendo,Valdivia,430000.0,45.0,"Av. Circunvalación Sur 3205, Valdivia, Sur De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,9555.555555555555
1412,departamento,arriendo,Valdivia,369000.0,38.0,"René Schneider 5860, Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,9710.526315789473
1413,departamento,arriendo,Valdivia,150000.0,1.0,"Av. Pedro Aguirre Cerda 525, 5.1099e+06 - 5.1102e+06 Valdivia, Los Ríos, Chile, Las Animas, Valdivia",1,2.9,2.9,2,Hacinamiento medio,150000.0
1414,departamento,arriendo,Valdivia,395000.0,30.0,"Gral Lagos 1621, Valdivia, Los Ríos, Chile, Sur De Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,13166.666666666666
1415,departamento,arriendo,Valdivia,680000.0,64.0,"Patricio Lynch 950, Valdivia, Valdivia",4,2.9,0.72,1,Sin hacinamiento,10625.0
1416,departamento,arriendo,Valdivia,500000.0,50.0,"Av. Circunvalación Sur 4880, Valdivia, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,10000.0
1417,departamento,arriendo,Valdivia,780000.0,58.0,"Av. Arturo Prat 1571, Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,13448.275862068966
1418,departamento,arriendo,Valdivia,330000.0,20.0,"Italia 1750, Valdivia, Sur De Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,16500.0
1419,departamento,arriendo,Valdivia,470000.0,60.0,"Vicente Carvallo Goyeneche 740, Valdivia, Las Animas, Valdivia",3,2.9,0.97,1,Sin hacinamiento,7833.333333333333
1420,departamento,arriendo,Valdivia,850000.0,73.0,"Pintor Ricardo Anwandter 101, Valdivia, Isla Teja, Valdivia",4,2.9,0.72,1,Sin hacinamiento,11643.835616438357
1421,departamento,arriendo,Valdivia,200000.0,18.0,"Valdivia, Centro De Valdivia",1,2.9,2.9,2,Hacinamiento medio,11111.111111111111
1422,departamento,arriendo,Valdivia,480000.0,45.0,"Av. Circunvalación Sur 4900, 5.1015e+06 - 5.1018e+06 Valdivia, Los Ríos, Chile, Sur De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,10666.666666666666
1423,departamento,arriendo,Valdivia,400000.0,55.0,"Federico Hettich 435, Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,7272.727272727273
1424,departamento,arriendo,Valdivia,128000000.0,31.0,"Aníbal Pinto 1747, Valdivia, Campo Militar De Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,4129032.2580645164
1425,departamento,arriendo,Futrono,390000.0,113.0,"Futrono, Lago Ranco",7,3.2,0.46,1,Sin hacinamiento,3451.3274336283184
1426,departamento,arriendo,La Unión,350000.0,55.0,"Francisco Hoch 435, La Unión, La Unión",3,3.1,1.03,1,Sin hacinamiento,6363.636363636364
1427,departamento,arriendo,La Unión,450000.0,40.0,"Serrano 628, La Unión, La Unión",2,3.1,1.55,1,Sin hacinamiento,11250.0
1428,departamento,arriendo,Río Bueno,480000.0,85.0,"Comercio 569, Rio Bueno, Río Bueno, Río Bueno",5,3.2,0.64,1,Sin hacinamiento,5647.058823529412
1429,departamento,arriendo,Río Bueno,360000.0,65.0,"Comercio 569, Rio Bueno, Río Bueno, Río Bueno",4,3.2,0.8,1,Sin hacinamiento,5538.461538461538
1430,departamento,venta,Valdivia,87600000.0,23.0,"Av. Circunvalación Sur 4883, Sur De Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,3808695.652173913
1431,departamento,venta,Valdivia,110880000.0,26.0,"Anfión Muñoz 313, Valdivia, Centro De Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,4264615.384615385
1432,departamento,venta,Valdivia,115480000.0,21.0,"Janequeo 355, Centro De Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,5499047.619047619
1433,departamento,venta,Valdivia,75920000.0,18.0,"Arturo Prat 1571, Centro De Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,4217777.777777778
1434,departamento,venta,Valdivia,102000000.0,23.0,"Av. Arturo Prat 855, Centro De Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,4434782.608695652
1435,departamento,venta,Valdivia,86400000.0,23.0,"Circunvalación Sur 4883, Sur De Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,3756521.7391304346
1436,departamento,venta,Valdivia,89600000.0,32.0,"Av. Pedro Aguirre Cerda 1581, Valdivia, Las Animas, Valdivia",2,2.9,1.45,1,Sin hacinamiento,2800000.0
1437,departamento,venta,Valdivia,110400000.0,23.0,"Av. Arturo Prat 1002, Valdivia, Centro De Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,4800000.0
1438,departamento,venta,Valdivia,151480000.0,30.0,"Chacabuco 637, Centro De Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,5049333.333333333
