id,tipo,modalidad,comuna,precio,m2_utiles,ubicacion
515,casa,venta,Valdivia,150.000.000,79 m² útiles,"Villa Cau Cau, Sur De Valdivia, Valdivia"
516,casa,venta,Valdivia,250.000.000,140 m² útiles,"Austria 1 - 300, Sur De Valdivia, Valdivia"
517,casa,venta,Valdivia,600000000,425 m² útiles,"Valdivia, Las Animas"
518,casa,venta,Valdivia,119600000,140 m² útiles,"Pedro Montt N°1786, Campo Militar De Valdivia, Valdivia"
519,casa,venta,Valdivia,396000000,157 m² útiles,"Los Helechos 635, 5110177 Valdivia, Los Ríos, Chile, Isla Teja, Valdivia"
520,casa,venta,Valdivia,230.000.000,180 m² útiles,"COCHRANE 171, Centro De Valdivia, Valdivia"
521,casa,venta,Valdivia,250.000.000,210 m² útiles,"Centro De Valdivia, Centro De Valdivia, Valdivia"
522,casa,venta,Valdivia,400000000,300 m² útiles,"Sector Costanera, Centro De Valdivia, Valdivia"
523,casa,venta,Valdivia,130.000.000,70 m² útiles,"Barrio Alto Mahuiza, Sur De Valdivia, Valdivia"
524,casa,venta,Valdivia,95.000.000,41 m² útiles,"Pje. Dos 1334, 5090057 Valdivia, Los Ríos, Chile, Campo Militar De Valdivia, Valdivia"
525,casa,venta,Valdivia,364000000,100 m² útiles,"Las Araucarias #335, Isla Teja., Isla Teja, Valdivia"
526,casa,venta,Valdivia,295.000.000,160 m² útiles,"VILLA EUROPA, Sur De Valdivia, Valdivia"
527,casa,venta,Valdivia,420000000,178 m² útiles,"Valdivia, Isla Teja"
528,casa,venta,Valdivia,110.000.000,60 m² útiles,"Ruta 206, Valdivia, Chile, Sur De Valdivia, Valdivia"
529,casa,venta,Valdivia,800000000,264 m² útiles,"Isla Teja, Valdivia"
530,casa,venta,Valdivia,700000000,360 m² útiles,"Isla Teja, Isla Teja, Valdivia"
531,casa,venta,Valdivia,456000000,215 m² útiles,"Valdivia, Campo Militar De Valdivia"
532,casa,venta,Valdivia,161000000,66 m² útiles,Valdivia
533,casa,venta,Valdivia,133.000.000,114 m² útiles,"Seis Pte. 387, Valdivia, Sur De Valdivia, Valdivia"
534,casa,venta,Valdivia,140.000.000,131 m² útiles,"Pasaje Oman 650, Valdivia, Chile, Sur De Valdivia, Valdivia"
535,casa,venta,Valdivia,370000000,140 m² útiles,"Valdivia, Isla Teja"
536,casa,venta,Valdivia,188000000,139 m² útiles,"MARIQUINA, Valdivia"
537,casa,venta,Valdivia,148.000.000,135 m² útiles,"Pasaje Elena 4 1 - 300, Sur De Valdivia, Valdivia"
538,casa,venta,Valdivia,136000000,70 m² útiles,"Aníbal Pinto 913, 5110731 Valdivia, Los Ríos, Chile, Centro De Valdivia, Valdivia"
539,casa,venta,Valdivia,248000000,225 m² útiles,Valdivia
540,casa,venta,Valdivia,288000000,103 m² útiles,"Los Silos 151, Valdivia, Chile, Torobayo, Valdivia"
541,casa,venta,Valdivia,301480000,123 m² útiles,"Avenida Los Robles 700, Valdivia, Chile, Isla Teja, Valdivia"
542,casa,venta,Valdivia,150.000.000,68 m² útiles,"Altos Del Calle Calle, Valdivia"
543,casa,venta,Valdivia,399200000,275 m² útiles,"Arica 1 - 300, Valdivia"
544,casa,venta,Valdivia,149.000.000,95 m² útiles,"Panitao 370, Valdivia, Sur De Valdivia, Valdivia"
545,casa,venta,Valdivia,147.000.000,96 m² útiles,"Pasaje Ostolaza, Las Animas, Valdivia"
546,casa,venta,Valdivia,700000000,310 m² útiles,"Valdivia, Torobayo"
547,casa,venta,Valdivia,140.000.000,100 m² útiles,"P563-Ruta T-350, Valdivia, Chile, Niebla, Valdivia"
548,casa,venta,Valdivia,560000000,140 m² útiles,Valdivia
549,casa,venta,Valdivia,181400000,90 m² útiles,"Laguna San Rafael Nte. 396, Valdivia, Los Ríos, Chile, Valdivia"
550,casa,venta,Valdivia,205.000.000,140 m² útiles,"Manuel Montt 1 - 300, Sur De Valdivia, Valdivia"
551,casa,venta,Valdivia,360000000,146 m² útiles,"Cam. A Paillao 69, Angachilla, Valdivia, Los Ríos, Chile, Valdivia"
552,casa,venta,Valdivia,280000000,194 m² útiles,"El Romance 540, Valdivia, Los Ríos, Chile, Las Animas, Valdivia"
553,casa,venta,Valdivia,75.000.000,60 m² útiles,"Oscar Cristi 1 - 300, Sur De Valdivia, Valdivia"
554,casa,venta,Valdivia,165.000.000,N/D,"Alonso Villanueva 1 - 300, Sur De Valdivia, Valdivia"
555,casa,venta,Valdivia,161200000,68 m² útiles,"Luisa Recabarren De Marin, 52, Valdivia"
556,casa,venta,Valdivia,400000000,140 m² útiles,"C. Lumbrera 1421, Valdivia, Los Ríos, Chile, Torobayo, Valdivia"
557,casa,venta,Valdivia,232000000,108 m² útiles,"P510-Ruta T-350/Cruce T-340, Valdivia, Los Ríos, Chile, Torobayo, Valdivia"
558,casa,venta,Valdivia,130.000.000,142 m² útiles,"Los Traros 1844, Valdivia, Sur De Valdivia, Valdivia"
559,casa,venta,Valdivia,130.000.000,420 m² útiles,"T-354, Cutipai, Valdivia, Valdivia"
560,casa,venta,Valdivia,226800000,149 m² útiles,"C. Gregorio Henríquez Y Santillán, Valdivia, Sur De Valdivia, Valdivia"
561,casa,venta,Valdivia,173200000,75 m² útiles,"Valdivia, Sur De Valdivia"
562,casa,venta,Valdivia,140.000.000,160 m² útiles,"Valdivia, Centro De Valdivia"
563,casa,venta,Valdivia,80.000.000,85 m² útiles,"Av. Nueva Región, Valdivia, Sur De Valdivia, Valdivia"
564,casa,venta,Valdivia,115.000.000,81 m² útiles,"Avenida Ramón Picarte 1 - 300, Sur De Valdivia, Valdivia"
565,casa,venta,Valdivia,95.000.000,122 m² útiles,"AVENIDA ARGENTINA, Valdivia"
566,casa,venta,Valdivia,95.000.000,120 m² útiles,"LOS EDILES, Sur De Valdivia, Valdivia"
567,casa,venta,Valdivia,150.000.000,70 m² útiles,"Parque Los Torreones, Las Animas, Valdivia"
568,casa,venta,Valdivia,218.000.000,112 m² útiles,"Avenida España 1 - 300, Las Animas, Valdivia"
569,casa,venta,Valdivia,280.000.000,143 m² útiles,"Villa Europa, Sur De Valdivia, Valdivia"
570,casa,venta,Valdivia,170.000.000,140 m² útiles,"Pino Huacho 1, Valdivia, Chile, Niebla, Valdivia"
571,casa,venta,Valdivia,135.000.000,180 m² útiles,"NIEBLA, Niebla, Valdivia"
572,casa,venta,Valdivia,130.000.000,76 m² útiles,"Pje. Francisco Gil 385, Valdivia, Sur De Valdivia, Valdivia"
573,casa,venta,Valdivia,85.000.000,150 m² útiles,"Playa Rosada, Valdivia, Valdivia"
574,casa,venta,Valdivia,200.000.000,260 m² útiles,"Pishuinco, Valdivia"
575,casa,venta,Valdivia,164000000,121 m² útiles,"Av. Pedro Montt 4591, Valdivia, Sur De Valdivia, Valdivia"
576,casa,venta,Valdivia,73.000.000,80 m² útiles,"T-35 1 - 300, Valdivia"
577,casa,venta,Valdivia,170.000.000,134 m² útiles,"Avenida Simpson 1 - 300, Sur De Valdivia, Valdivia"
578,casa,venta,Valdivia,264000000,130 m² útiles,"Del Castillo 1010, Valdivia, Los Ríos, Chile, Niebla, Valdivia"
579,casa,venta,Valdivia,176000000,228 m² útiles,"1 CASA PRINCIPAL 2 CABAÑAS 2 ESTACIONAMIENTOS, Centro De Valdivia, Valdivia"
580,casa,venta,Valdivia,95.000.000,120 m² útiles,"CONJUNTO LOS CONQUISTADORES, Sur De Valdivia, Valdivia"
581,casa,venta,Valdivia,150.000.000,85 m² útiles,"Volcán Hudson 3505, Valdivia"
582,casa,venta,Valdivia,220000000,123 m² útiles,"Valdivia, Sur De Valdivia"
583,casa,venta,Valdivia,516000000,250 m² útiles,"Ruta T-344, Valdivia, Las Animas, Valdivia"
584,casa,venta,Valdivia,115600000,106 m² útiles,"MAHUIZA, Sur De Valdivia, Valdivia"
585,casa,venta,Valdivia,106000000,90 m² útiles,"Las Alpacas 1 - 300, Sur De Valdivia, Valdivia"
586,casa,venta,Valdivia,98.000.000,60 m² útiles,"Sudán 1 - 300, Sur De Valdivia, Valdivia"
587,casa,venta,Valdivia,130.000.000,90 m² útiles,"Piedra Blanca, Valdivia, Chile, Valdivia"
588,casa,venta,Valdivia,250.000.000,115 m² útiles,"Carelmapu 2031, Valdivia, Sur De Valdivia, Valdivia"
589,casa,venta,Valdivia,170.000.000,140 m² útiles,"Quitacalzón, Valdivia"
590,casa,venta,Valdivia,89.000.000,90 m² útiles,"Regidor Feliciano González 878, Valdivia, Sur De Valdivia, Valdivia"
591,casa,venta,Valdivia,177200000,99 m² útiles,"Carlos Hilker, Valdivia, Sur De Valdivia, Valdivia"
592,casa,venta,Valdivia,73.000.000,60 m² útiles,"Ocho De Octubre 1 - 300, Campo Militar De Valdivia, Valdivia"
593,casa,venta,Valdivia,140.000.000,128 m² útiles,"Sector Centro, Campo Militar De Valdivia, Valdivia"
594,casa,venta,Valdivia,78.000.000,95 m² útiles,"Cutipay 1 - 300, Valdivia"
595,casa,venta,Valdivia,62.000.000,67 m² útiles,"Los Abetos 2001, Sur De Valdivia, Valdivia"
596,casa,venta,Valdivia,740000000,392 m² útiles,"Valdivia, Isla Teja"
597,casa,venta,Valdivia,632000000,450 m² útiles,"Isla Teja, Isla Teja, Valdivia"
598,casa,venta,Valdivia,260.000.000,112 m² útiles,"Carampangue 566, Centro De Valdivia, Valdivia"
599,casa,venta,Valdivia,1424280000,400 m² útiles,"Valdivia, Campo Militar De Valdivia"
600,casa,venta,Valdivia,1000000000,296 m² útiles,"Valdivia, Torobayo"
601,casa,venta,Valdivia,217000000,137 m² útiles,Valdivia
602,casa,venta,Valdivia,380000000,160 m² útiles,"Valdivia, Torobayo"
603,casa,venta,Valdivia,720000000,360 m² útiles,"Valdivia, Isla Teja"
604,casa,venta,Valdivia,1680000000,300 m² útiles,"Valdivia, Campo Militar De Valdivia"
605,casa,venta,Valdivia,245.000.000,480 m² útiles,"Sector Niebla, Valdivia, Niebla, Valdivia"
606,casa,venta,Valdivia,416000000,217 m² útiles,"Altos De Quitacalzón, Valdivia"
607,casa,venta,Valdivia,380000000,160 m² útiles,"Silos De Torobayo, Valdivia, Torobayo, Valdivia"
608,casa,venta,Valdivia,380000000,288 m² útiles,Valdivia
609,casa,venta,Valdivia,720000000,250 m² útiles,"Toro Bayo, Torobayo, Valdivia"
610,casa,venta,Valdivia,363120000,170 m² útiles,"Cayumapu, Valdivia, Valdivia"
611,casa,venta,Valdivia,317840000,323 m² útiles,Valdivia
612,casa,venta,Valdivia,496000000,184 m² útiles,"Ruta T - Niebla 350, Valdivia, Torobayo, Valdivia"
613,casa,venta,Valdivia,676000000,491 m² útiles,"Propiedad En Renta Sector Coronel Santiago Bueras, Campo Militar De Valdivia, Valdivia"
614,casa,venta,Valdivia,155.000.000,150 m² útiles,"CHANCOYAN BAJO, Valdivia"
615,casa,venta,Valdivia,400000000,140 m² útiles,"C. Lumbrera 1390, 5111961 Valdivia, Los Ríos, Chile, Torobayo, Valdivia"
616,casa,venta,Valdivia,560000000,364 m² útiles,"Valdivia, Campo Militar De Valdivia"
617,casa,venta,Valdivia,534000000,285 m² útiles,"Valdivia, Las Animas"
618,casa,venta,Valdivia,1000000000,440 m² útiles,"Valdivia, Campo Militar De Valdivia"
619,casa,venta,Valdivia,484000000,202 m² útiles,"Los Alerces 40, Isla Teja, Valdivia"
620,casa,venta,Valdivia,130.000.000,96 m² útiles,"Camino A Antilhue, Las Animas, Valdivia"
621,casa,venta,Valdivia,208000000,110 m² útiles,Valdivia
622,casa,venta,Valdivia,1600000000,747 m² útiles,Valdivia
623,casa,venta,Valdivia,284000000,181 m² útiles,"Av. Pedro Montt 2461, Valdivia, Sur De Valdivia, Valdivia"
624,casa,venta,Valdivia,368000000,105 m² útiles,"Los Silos 151, Valdivia, Los Ríos, Chile, Torobayo, Valdivia"
625,casa,venta,Valdivia,186400000,100 m² útiles,"PASAJE ALICANTE N°343 LAS ANIMAS, Las Animas, Valdivia"
626,casa,venta,Valdivia,516000000,200 m² útiles,"Valdivia, Torobayo"
627,casa,venta,Valdivia,346000000,120 m² útiles,"El Castillo 985, Niebla., Niebla, Valdivia"
628,casa,venta,Valdivia,420000000,289 m² útiles,"Valdivia, Sur De Valdivia"
629,casa,venta,Valdivia,295.000.000,220 m² útiles,"Villa Del Rey Pasaje N°9,Casa #1495, Centro De Valdivia, Valdivia"
630,casa,venta,Valdivia,150.000.000,119 m² útiles,"Alonso Siete 5100 - 5400, Sur De Valdivia, Valdivia"
631,casa,venta,Valdivia,1468000000,350 m² útiles,"Valdivia, Centro De Valdivia"
632,casa,venta,Valdivia,200.000.000,234 m² útiles,Valdivia
633,casa,venta,Valdivia,460000000,275 m² útiles,Valdivia
634,casa,venta,Valdivia,556000000,280 m² útiles,"Avenida Torobayo 2655, Valdivia, Los Ríos, Chile, Torobayo, Valdivia"
635,casa,venta,Valdivia,384000000,240 m² útiles,"T-301 25, Valdivia, Los Ríos, Chile, Valdivia"
636,casa,venta,Valdivia,638000000,4.500 m² útiles,"T-302 17, Valdivia, Los Ríos, Chile, Valdivia"
637,casa,venta,Valdivia,150.000.000,60 m² útiles,"Intendente Félix García Videla 1115, Valdivia, Los Ríos, Chile, Sur De Valdivia, Valdivia"
638,casa,venta,Valdivia,1320000000,240 m² útiles,"Valdivia, Campo Militar De Valdivia"
639,casa,venta,Valdivia,290.000.000,156 m² útiles,"Suecia 102, 5090403 Valdivia, Los Ríos, Chile, Valdivia"
640,casa,venta,Valdivia,162000000,77 m² útiles,Valdivia
641,casa,venta,Valdivia,396000000,128 m² útiles,"Bueras 309, Valdivia, Chile, Sur De Valdivia, Valdivia"
642,casa,venta,Valdivia,350.000.000,140 m² útiles,"Andalién 45, Angachilla, Valdivia, Los Ríos, Chile, Valdivia"
643,casa,venta,Valdivia,359600000,140 m² útiles,"Los Maquis N°495, Isla Teja, Valdivia"
644,casa,venta,Valdivia,511120000,300 m² útiles,Valdivia
645,casa,venta,Valdivia,596000000,290 m² útiles,Valdivia
646,casa,venta,Valdivia,150.000.000,110 m² útiles,"Curiñanco, Valdivia"
647,casa,venta,Valdivia,319600000,140 m² útiles,"El Bayo  8, Torobayo, Valdivia"
648,casa,venta,Valdivia,740000000,280 m² útiles,"Janequeo 470, 5110240 Valdivia, Los Ríos, Chile, Centro De Valdivia, Valdivia"
649,casa,venta,Valdivia,1600000000,747 m² útiles,"T-301 17, Valdivia"
650,casa,venta,Valdivia,204040000,90 m² útiles,Valdivia
651,casa,venta,Valdivia,1564000000,500 m² útiles,Valdivia
652,casa,venta,Valdivia,326400000,265 m² útiles,"Intendente Luis Damann Asenjo 1066, 5091243 Valdivia, Los Ríos, Chile, Sur De Valdivia, Valdivia"
653,casa,venta,Valdivia,529000000,400 m² útiles,"Avenida Ramón Picarte 4205, Valdivia"
654,casa,venta,Valdivia,205.000.000,137 m² útiles,"Cayumapu, Valdivia"
655,casa,venta,Valdivia,415.000.000,278 m² útiles,"Janequeo 479, 5110279 Valdivia, Los Ríos, Chile, Centro De Valdivia, Valdivia"
656,casa,venta,Valdivia,232000000,240 m² útiles,"ARIQUE, Valdivia"
657,casa,venta,Valdivia,500000000,296 m² útiles,"Niebla, Niebla, Valdivia"
658,casa,venta,Valdivia,460.000.000,200 m² útiles,"Los Robles N°750, Isla Teja, Isla Teja, Valdivia"
659,casa,venta,Valdivia,496000000,180 m² útiles,"Valdivia, Torobayo"
660,casa,venta,Valdivia,1480000000,140 m² útiles,Valdivia
661,casa,venta,Valdivia,350.000.000,135 m² útiles,"Los Robles N°985, Valdivia"
662,casa,venta,Valdivia,320720000,323 m² útiles,"6M9V+MP Valdivia, Chile, Valdivia"
663,casa,venta,Valdivia,694000000,224 m² útiles,Valdivia
664,casa,venta,Valdivia,366000000,250 m² útiles,"Av. Italia 2230, Sur De Valdivia, Valdivia"
665,casa,venta,Valdivia,369200000,246 m² útiles,"Cam. Cta. De Soto, Valdivia, Valdivia"
666,casa,venta,Valdivia,532000000,280 m² útiles,"Torobayo N°2870, Torobayo, Valdivia"
667,casa,venta,Valdivia,958000000,797 m² útiles,Valdivia
668,casa,venta,Valdivia,1395120000,400 m² útiles,"Lago Riñihue, Centro De Valdivia, Valdivia"
669,casa,venta,Valdivia,140.000.000,83 m² útiles,"LOS CONQUISTADORES, Sur De Valdivia, Valdivia"
670,casa,venta,Valdivia,452000000,200 m² útiles,"Toro Bayo, Torobayo, Valdivia"
671,casa,venta,Valdivia,520000000,335 m² útiles,"Los Manzanos, Valdivia, Isla Teja, Valdivia"
672,casa,venta,Valdivia,290.000.000,250 m² útiles,"Sector Regional, Sur De Valdivia, Valdivia"
673,casa,venta,Valdivia,528600000,325 m² útiles,"Los Manzanos, Isla Teja, Valdivia"
674,casa,venta,Valdivia,427600000,170 m² útiles,"CASA EN VENTA CALLE BUERAS A CUADRAS DEL CENTRO DE VALDIVIA, Sur De Valdivia, Valdivia"
675,casa,venta,Valdivia,518000000,240 m² útiles,"Estancilla Ruta T350 N°4251, Torobayo, Valdivia"
676,casa,venta,Valdivia,350.000.000,245 m² útiles,"Valdivia, Campo Militar De Valdivia"
677,casa,venta,Valdivia,400000000,120 m² útiles,"Los Helechos, Isla Teja., Valdivia"
678,casa,venta,Valdivia,340000000,140 m² útiles,"Rincón De La Piedra, Valdivia, Chile, Valdivia"
679,casa,venta,Valdivia,392000000,104 m² útiles,"Valdivia, Centro De Valdivia"
680,casa,venta,Valdivia,640000000,202 m² útiles,Valdivia
681,casa,venta,Valdivia,516000000,230 m² útiles,"Ruta T350 N°4251 Altos De Torobayo, Torobayo, Valdivia"
682,casa,venta,Valdivia,313200000,183 m² útiles,"Valdivia, Centro De Valdivia"
683,casa,venta,Valdivia,848000000,268 m² útiles,"Valdivia, Torobayo"
684,casa,venta,Valdivia,356000000,190 m² útiles,"Los Silos N°151, Torobayo, Valdivia"
685,casa,venta,Valdivia,500000000,355 m² útiles,"Valdivia, Centro De Valdivia"
686,casa,venta,Valdivia,300000000,230 m² útiles,"Sector Catripulli Parcela N°63, Valdivia"
687,casa,venta,Valdivia,456000000,138 m² útiles,Valdivia
688,casa,venta,Valdivia,380000000,133 m² útiles,"Valdivia, Sur De Valdivia"
689,casa,venta,Valdivia,360.000.000,389 m² útiles,"Loncoyen, Valdivia, Torobayo, Valdivia"
690,casa,venta,Valdivia,100.000.000,117 m² útiles,"Corvi 2 N°419, Sur De Valdivia, Valdivia"
691,casa,venta,Valdivia,578000000,268 m² útiles,"Valdivia, Centro De Valdivia"
692,casa,venta,Valdivia,680000000,200 m² útiles,"Valdivia, Centro De Valdivia"
693,casa,venta,Valdivia,420000000,156 m² útiles,"Valdivia, Centro De Valdivia"
694,casa,venta,Valdivia,524800000,483 m² útiles,"Rene Schneider N°3350, Valdivia"
695,casa,venta,Valdivia,305.000.000,767 m² útiles,"Centro De Valdivia, Las Animas, Valdivia"
696,casa,venta,Valdivia,332000000,287 m² útiles,"Valdivia, Centro De Valdivia"
697,casa,venta,Valdivia,344000000,157 m² útiles,"Valdivia, Las Animas"
698,casa,venta,Valdivia,1200000000,307 m² útiles,"Torobayo Alto Condominio San Carlos De Curiñanco Lote 8, Torobayo, Valdivia"
699,casa,venta,Valdivia,240.000.000,230 m² útiles,"Chancoyán Alto, Valdivia"
700,casa,venta,Valdivia,360000000,120 m² útiles,"Yerbas Buenas 479, Centro De Valdivia, Valdivia"
701,casa,venta,Valdivia,760000000,264 m² útiles,"Isla Teja, Isla Teja, Valdivia"
702,casa,venta,Valdivia,1436000000,258 m² útiles,"Costanera De Valdivia, Sur De Valdivia, Valdivia"
703,casa,venta,Valdivia,416000000,195 m² útiles,"Altos De Quitacalzón, Valdivia, Valdivia"
704,casa,venta,Valdivia,366480000,190 m² útiles,"Valdivia, Centro De Valdivia"
705,casa,venta,Valdivia,300000000,229 m² útiles,Valdivia
706,casa,venta,Valdivia,410.000.000,280 m² útiles,"Niebla, Niebla, Valdivia"
707,casa,venta,Valdivia,1200000000,374 m² útiles,"Silos De Torobayo, Valdivia, Chile, Torobayo, Valdivia"
708,casa,venta,Valdivia,227000000,138 m² útiles,"Bucalemu, Valdivia, Sur De Valdivia, Valdivia"
709,casa,venta,Valdivia,600000000,106 m² útiles,"Av. Arturo Prat 1559, Valdivia, Centro De Valdivia, Valdivia"
710,casa,venta,Valdivia,600000000,300 m² útiles,"Los Manzanos, Valdivia, Isla Teja, Valdivia"
711,casa,venta,Valdivia,531600000,275 m² útiles,"Avenida Torobayo, Valdivia, Torobayo, Valdivia"
712,casa,venta,Valdivia,361720000,389 m² útiles,"Loncoyen 1516, Valdivia, Torobayo, Valdivia"
713,casa,venta,Valdivia,490.000.000,202 m² útiles,"Los Alerces 40, Valdivia, Isla Teja, Valdivia"
714,casa,venta,Valdivia,518000000,2.850 m² útiles,"Condominio Riberas Del Estancilla - T-350 4151, Valdivia, Torobayo, Valdivia"
715,casa,venta,Valdivia,524800000,483 m² útiles,"René Schneider 3350, Valdivia, Sur De Valdivia, Valdivia"
716,casa,venta,Valdivia,212000000,85 m² útiles,"Av. Pedro Montt 2500, Sur De Valdivia, Valdivia"
717,casa,venta,Valdivia,600000000,282 m² útiles,"Isla Teja, Valdivia"
718,casa,venta,Valdivia,205.000.000,230 m² útiles,"Barros Arana, Valdivia, Chile, Campo Militar De Valdivia, Valdivia"
719,casa,venta,Valdivia,264600000,130 m² útiles,"Valdivia, Centro De Valdivia"
720,casa,venta,Valdivia,446160000,108 m² útiles,"Valdivia, Centro De Valdivia"
721,casa,venta,Valdivia,579280000,273 m² útiles,"Valdivia, Centro De Valdivia"
722,casa,venta,Valdivia,940000000,N/D,"Valdivia, Centro De Valdivia"
723,casa,venta,Valdivia,396000000,128 m² útiles,"Valdivia, Campo Militar De Valdivia"
724,casa,venta,Valdivia,366800000,587 m² útiles,"Las Animas, Las Animas, Valdivia"
725,casa,venta,Valdivia,836000000,120 m² útiles,"Isla Teja, Isla Teja, Valdivia"
726,casa,venta,Valdivia,759080000,485 m² útiles,Valdivia
727,casa,venta,Valdivia,760000000,400 m² útiles,"Isla Teja, Isla Teja, Valdivia"
728,casa,venta,Valdivia,729000000,200 m² útiles,"Isla Teja, Isla Teja, Valdivia"
729,casa,venta,Valdivia,276000000,200 m² útiles,"Valdivia, Campo Militar De Valdivia"
730,casa,venta,Valdivia,400000000,139 m² útiles,"Valdivia, Centro De Valdivia"
731,casa,venta,Valdivia,330.000.000,80 m² útiles,"Picarte, Valdivia"
732,casa,venta,Valdivia,222000000,241 m² útiles,Valdivia
733,casa,venta,Valdivia,302400000,155 m² útiles,"Valdivia, Sur De Valdivia"
734,casa,venta,Valdivia,1600000000,880 m² útiles,"Valdivia, Campo Militar De Valdivia"
735,casa,venta,Valdivia,432000000,360 m² útiles,Valdivia
736,casa,venta,Valdivia,600000000,230 m² útiles,"Valdivia, Isla Teja"
737,casa,venta,Valdivia,552000000,279 m² útiles,"Valdivia, Torobayo"
738,casa,venta,Valdivia,600000000,207 m² útiles,"Valdivia, Isla Teja"
739,casa,venta,Valdivia,200000000,139 m² útiles,"Isla Teja, Valdivia"
740,casa,venta,Valdivia,488000000,250 m² útiles,Valdivia
741,casa,venta,Valdivia,180.000.000,218 m² útiles,"Baquedano, 900 - 1200, Campo Militar De Valdivia, Valdivia"
742,casa,venta,Valdivia,414320000,220 m² útiles,Valdivia
743,casa,venta,Valdivia,532000000,277 m² útiles,"Toro Bayo, Torobayo, Valdivia"
744,casa,venta,Valdivia,516000000,156 m² útiles,"Valdivia, Niebla"
745,casa,venta,Valdivia,250.000.000,228 m² útiles,"Cayumapu, Valdivia, Chile, Valdivia"
746,casa,venta,Valdivia,352000000,101 m² útiles,"Valdivia, Torobayo"
747,casa,venta,Valdivia,432960000,205 m² útiles,Valdivia
748,casa,venta,Valdivia,184000000,100 m² útiles,"Valdivia, Las Animas"
749,casa,venta,Valdivia,616800000,250 m² útiles,"Av. España 710, Valdivia, Las Animas, Valdivia"
750,casa,venta,Valdivia,372000000,360 m² útiles,"Conde De Castellar 363, Niebla, Valdivia, Chile, Niebla, Valdivia"
751,casa,venta,Valdivia,520000000,146 m² útiles,"Valdivia, Torobayo"
752,casa,venta,Valdivia,350000000,189 m² útiles,"SANTA BARBARA PARCELA 1, Valdivia"
753,casa,venta,Valdivia,386800000,278 m² útiles,"T-301 16, Valdivia, Los Ríos, Chile, Valdivia"
754,casa,venta,Valdivia,372000000,262 m² útiles,Valdivia
755,casa,venta,Valdivia,440000000,192 m² útiles,Valdivia
756,casa,venta,Valdivia,320.000.000,254 m² útiles,"Pje. José Miguel Varela, Valdivia, Centro De Valdivia, Valdivia"
757,casa,venta,Valdivia,664920000,486 m² útiles,"Valdivia, Campo Militar De Valdivia"
758,casa,venta,Valdivia,420000000,314 m² útiles,"Valdivia, Isla Teja"
759,casa,venta,Valdivia,536000000,370 m² útiles,"Tornagaleones 979, Valdivia, Sur De Valdivia, Valdivia"
760,casa,venta,Valdivia,400000000,163 m² útiles,"Av. Simpson 1053, Valdivia, Sur De Valdivia, Valdivia"
761,casa,venta,Valdivia,680000000,221 m² útiles,"Altos De Quitacalzón, Valdivia"
762,casa,venta,Valdivia,356000000,140 m² útiles,Valdivia
763,casa,venta,Valdivia,179200000,80 m² útiles,"Niebla, Niebla, Valdivia"
764,casa,venta,Valdivia,580000000,140 m² útiles,"Rio Calle Calle 355, Valdivia, Torobayo, Valdivia"
765,casa,venta,Valdivia,280.000.000,125 m² útiles,"Valdivia, Sur De Valdivia"
766,casa,venta,Valdivia,232000000,240 m² útiles,Valdivia
767,casa,venta,Valdivia,288800000,126 m² útiles,"Valdivia, Sur De Valdivia"
768,casa,venta,Valdivia,332000000,160 m² útiles,Valdivia
769,casa,venta,Valdivia,384000000,200 m² útiles,"Centro De Valdivia, Valdivia"
770,casa,venta,Valdivia,118.000.000,106 m² útiles,"ALTOS DE MAHUIZA, Sur De Valdivia, Valdivia"
771,casa,venta,Valdivia,396040000,135 m² útiles,Valdivia
772,casa,venta,Valdivia,150.000.000,245 m² útiles,"Las Ánimas, Las Animas, Valdivia"
773,casa,venta,Valdivia,178000000,60 m² útiles,"Valdivia, Las Animas"
774,casa,venta,Valdivia,549200000,344 m² útiles,"Pintor Westermeyer, Isla Teja, Valdivia"
775,casa,venta,Valdivia,118.000.000,52 m² útiles,"VILLA BOSQUE ENTRE RIOS, Valdivia"
776,casa,venta,Valdivia,225.000.000,120 m² útiles,"El Bosque, Valdivia"
777,casa,venta,Valdivia,98.000.000,66 m² útiles,"Coronel Santiago Bueras 1 - 300, Campo Militar De Valdivia, Valdivia"
778,casa,venta,Valdivia,55.000.000,168 m² útiles,"Pje. A 11, Valdivia, Sur De Valdivia, Valdivia"
779,casa,venta,Valdivia,160.000.000,160 m² útiles,"Corvi Tres, Valdivia, Sur De Valdivia, Valdivia"
780,casa,venta,Valdivia,700000000,360 m² útiles,"Valdivia, Isla Teja"
781,casa,venta,Valdivia,200.000.000,99 m² útiles,"Vicente Carvallo Goyeneche, Valdivia, Las Animas, Valdivia"
782,casa,venta,Valdivia,142.000.000,171 m² útiles,"C. Reina Sofía, Valdivia, Sur De Valdivia, Valdivia"
783,casa,venta,Valdivia,208000000,83 m² útiles,"Gastón Da Bove Olave 647, 5111954 Valdivia, Los Ríos, Chile, Sur De Valdivia, Valdivia"
784,casa,venta,Valdivia,159.000.000,167 m² útiles,"Valdivia, Centro De Valdivia"
785,casa,venta,Valdivia,105.000.000,N/D,"Valdivia, Centro De Valdivia"
786,casa,venta,Valdivia,220.000.000,257 m² útiles,"Valdivia, Centro De Valdivia"
787,casa,venta,Valdivia,663200000,236 m² útiles,"Valdivia, Isla Teja"
788,casa,venta,Valdivia,150.000.000,130 m² útiles,"Valdivia, Centro De Valdivia"
